customerid;billing_date;monthlycharges;internetservice;onlinesecurity;onlinebackup;deviceprotection;techsupport;phone_lines;streaming
b3677d5cc0e14a0a803e6b329f0a0b54;2023-08-31;104.65;Fiber optic;No;No;Yes;Yes;2;Yes
b3677d5cc0e14a0a803e6b329f0a0b54;2023-09-30;125.58;Fiber optic;No;No;Yes;Yes;2;Yes
b3677d5cc0e14a0a803e6b329f0a0b54;2023-10-31;125.58;Fiber optic;No;No;Yes;Yes;2;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-01-31;75.2;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-02-28;75.2;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-03-31;75.2;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-04-30;75.2;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-05-31;75.2;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-06-30;90.24;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-07-31;90.24;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-08-31;90.24;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-09-30;90.24;DSL;Yes;No;Yes;No;1;Yes
e49319c30bc6e3e8820c7429f5a72e74;2023-10-31;90.24;DSL;Yes;No;Yes;No;1;Yes
fee24d03ee9a638ee60a326b83951231;2023-01-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-02-28;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-03-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-04-30;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-05-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-06-30;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-07-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-08-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-09-30;101.15;Fiber optic;No;No;No;Yes;2;Yes
fee24d03ee9a638ee60a326b83951231;2023-10-31;101.15;Fiber optic;No;No;No;Yes;2;Yes
939ef5e9712b6b69cf04a1937c071b57;2023-01-31;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-02-28;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-03-31;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-04-30;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-05-31;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-06-30;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-07-31;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-08-31;44.4;DSL;No;No;No;No;1;No
939ef5e9712b6b69cf04a1937c071b57;2023-09-10;44.4;DSL;No;No;No;No;1;No
68ff72c86bac2e20b34826c5290df526;2023-01-31;89.5;Fiber optic;No;No;No;No;1;Yes
68ff72c86bac2e20b34826c5290df526;2023-02-28;89.5;Fiber optic;No;No;No;No;1;Yes
68ff72c86bac2e20b34826c5290df526;2023-03-31;89.5;Fiber optic;No;No;No;No;1;Yes
68ff72c86bac2e20b34826c5290df526;2023-04-30;107.39999999999999;Fiber optic;No;No;No;No;1;Yes
68ff72c86bac2e20b34826c5290df526;2023-05-13;107.39999999999999;Fiber optic;No;No;No;No;1;Yes
31b02060807ff9a09c77b02ebb0851e9;2023-01-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-02-28;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-03-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-04-30;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-05-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-06-30;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-07-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-08-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-09-30;68.75;DSL;Yes;Yes;Yes;Yes;2;No
31b02060807ff9a09c77b02ebb0851e9;2023-10-31;68.75;DSL;Yes;Yes;Yes;Yes;2;No
2a6560a7ae0249bd2db50e9ed32663db;2023-01-31;111.05;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-02-28;111.05;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-03-31;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-04-30;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-05-31;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-06-30;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-07-31;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-08-31;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-09-30;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
2a6560a7ae0249bd2db50e9ed32663db;2023-10-31;133.26;Fiber optic;Yes;Yes;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-01-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-02-28;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-03-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-04-30;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-05-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-06-30;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-07-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-08-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-09-30;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c311a1a8c86999d73757590e0533b6c0;2023-10-31;99.0;Fiber optic;No;No;Yes;Yes;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-01-31;86.05;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-02-28;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-03-31;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-04-30;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-05-31;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-06-30;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c6b752a75df87f6850710c25c3be3860;2023-07-14;103.25999999999999;Fiber optic;No;No;No;No;1;Yes
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-01-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-02-28;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-03-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-04-30;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-05-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-06-30;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-07-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-08-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-09-30;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
c1bdd77ab9b1cea0cd1dfaa13c61ebe5;2023-10-31;21.0;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-01-31;19.4;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-02-28;19.4;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-03-31;19.4;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-04-30;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-05-31;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-06-30;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-07-31;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-08-31;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-09-30;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
29d9b5ba2cdfe1523e78ddc4331b05c9;2023-10-31;23.279999999999998;No;No internet service;No internet service;No internet service;No internet service;1;No
989d916485c0edf25729bcb01545ad7b;2023-01-31;44.55;DSL;No;No;No;No;0;Yes
989d916485c0edf25729bcb01545ad7b;2023-02-28;44.55;DSL;No;No;No;No;0;Yes
989d916485c0edf25729bcb01545ad7b;2023-03-31;44.55;DSL;No;No;No;No;0;Yes
989d916485c0edf25729bcb01545ad7b;2023-04-30;44.55;DSL;No;No;No;No;0;Yes
989d916485c0edf25729bcb01545ad7b;2023-05-31;44.55;DSL;No;No;No;No;0;Yes
989d916485c0edf25729bcb01545ad7b;2023-06-07;44.55;DSL;No;No;No;No;0;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-01-31;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-02-28;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-03-31;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-04-30;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-05-31;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-06-30;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-07-31;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-08-31;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-09-30;77.2;DSL;No;No;Yes;No;2;Yes
d17d042ced0ecf65fcea80fa2d6bcdc8;2023-10-31;77.2;DSL;No;No;Yes;No;2;Yes
f8593ad1d768a914d0989f822069dd1a;2023-01-31;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-02-28;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-03-31;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-04-30;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-05-31;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-06-30;19.45;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-07-31;23.34;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-08-31;23.34;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-09-30;23.34;No;No internet service;No internet service;No internet service;No internet service;1;No
f8593ad1d768a914d0989f822069dd1a;2023-10-31;23.34;No;No internet service;No internet service;No internet service;No internet service;1;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-01-31;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-02-28;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-03-31;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-04-30;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-05-31;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-06-30;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-07-31;24.85;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-08-31;29.82;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-09-30;29.82;DSL;No;No;No;No;0;No
7ac793932db0da88cc5eb44bee7bdc9f;2023-10-31;29.82;DSL;No;No;No;No;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-01-31;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-02-28;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-03-31;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-04-30;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-05-31;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-06-30;35.4;DSL;Yes;No;No;Yes;0;No
58fb2fd4535ace05bca06d09ea1c7eba;2023-07-11;35.4;DSL;Yes;No;No;Yes;0;No
75f5fe3d4b4c674e077a20c8024b3688;2023-01-31;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-02-28;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-03-31;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-04-30;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-05-31;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-06-30;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-07-31;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-08-31;95.65;Fiber optic;No;No;No;No;2;Yes
75f5fe3d4b4c674e077a20c8024b3688;2023-09-08;95.65;Fiber optic;No;No;No;No;2;Yes
c44fb785188a336805ac52299ccc06bd;2023-01-31;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-02-28;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-03-31;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-04-30;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-05-31;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-06-30;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-07-31;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-08-31;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-09-30;41.35;DSL;Yes;No;Yes;Yes;0;No
c44fb785188a336805ac52299ccc06bd;2023-10-31;41.35;DSL;Yes;No;Yes;Yes;0;No
cd8afcf88c804474630761ce7030a68d;2023-01-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-02-28;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-03-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-04-30;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-05-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-06-30;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-07-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-08-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-09-30;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
cd8afcf88c804474630761ce7030a68d;2023-10-31;19.6;No;No internet service;No internet service;No internet service;No internet service;1;No
face78e9f4e0b5537a41112e43ffd063;2023-01-31;20.95;No;No internet service;No internet service;No internet service;No internet service;1;No
face78e9f4e0b5537a41112e43ffd063;2023-02-28;20.95;No;No internet service;No internet service;No internet service;No internet service;1;No
face78e9f4e0b5537a41112e43ffd063;2023-03-20;20.95;No;No internet service;No internet service;No internet service;No internet service;1;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-01-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-02-28;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-03-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-04-30;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-05-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-06-30;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-07-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-08-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-09-30;84.45;Fiber optic;Yes;No;Yes;No;2;No
370cdf56d95921d1d56d8dd2edc7fd0e;2023-10-31;84.45;Fiber optic;Yes;No;Yes;No;2;No
1a327cef4bb0406c332dfbba1be1cd44;2023-01-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-02-28;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-03-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-04-30;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-05-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-06-30;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-07-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-08-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-09-30;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
1a327cef4bb0406c332dfbba1be1cd44;2023-10-31;20.25;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-01-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-02-28;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-03-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-04-30;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-05-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-06-30;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-07-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-08-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-09-30;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
b1954547e6c5ea2d26e23d8f99f6f8f1;2023-10-31;19.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-01-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-02-28;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-03-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-04-30;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-05-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-06-30;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-07-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-08-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-09-30;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
62b34db19b01a69e7af52f8f2a7256d8;2023-10-31;20.65;No;No internet service;No internet service;No internet service;No internet service;1;No
110274374027d3f603833d0425eadf07;2023-01-31;34.7;DSL;No;No;No;No;0;Yes
110274374027d3f603833d0425eadf07;2023-02-28;34.7;DSL;No;No;No;No;0;Yes
110274374027d3f603833d0425eadf07;2023-03-07;34.7;DSL;No;No;No;No;0;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-01-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-02-28;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-03-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-04-30;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-05-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-06-30;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-07-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-08-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-09-30;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
7695ae0b5f8cd5187befea1a38d535db;2023-10-31;99.3;Fiber optic;No;No;Yes;Yes;1;Yes
dc76277d25344b3dfc375f572f4a78f4;2023-01-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-02-28;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-03-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-04-30;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-05-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-06-30;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-07-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-08-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-09-30;81.05;Fiber optic;Yes;Yes;No;No;1;No
dc76277d25344b3dfc375f572f4a78f4;2023-10-31;81.05;Fiber optic;Yes;Yes;No;No;1;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-01-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-02-28;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-03-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-04-30;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-05-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-06-30;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-07-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-08-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-09-30;67.6;DSL;Yes;Yes;Yes;Yes;2;No
97fb2a1780ba0c5fb1730738fcf59aca;2023-10-31;67.6;DSL;Yes;Yes;Yes;Yes;2;No
adeb52d1fa96a8a8b693d399fdabeb06;2023-01-31;70.15;Fiber optic;No;No;No;No;1;No
